date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-03-22,SG,645,510734,80030,0.13,0.23,15.67,1168,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-23,SG,1222,510734,81252,0.24,0.28,15.91,1422,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-24,SG,1859,510734,83111,0.36,0.3,16.27,1550,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-25,SG,3096,510734,86207,0.61,0.3,16.88,1550.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-26,SG,2723,510734,88930,0.53,0.33,17.41,1676.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-27,SG,1305,510734,90235,0.26,0.37,17.67,1863.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-28,SG,1,510734,90236,0,0.38,17.67,1952.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-29,SG,1529,510734,91765,0.3,0.36,17.97,1833.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-30,SG,2529,510734,94294,0.5,0.29,18.46,1453.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-31,SG,2483,510734,96777,0.49,0.26,18.95,1330,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-01,SG,2267,510734,99044,0.44,0.26,19.39,1329.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-02,SG,63,510734,99107,0.01,0.22,19.4,1111.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-03,SG,438,510734,99545,0.09,0.19,19.49,966.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-04,SG,0,510734,99545,0,0.22,19.49,1129.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-05,SG,0,510734,99545,0,0.31,19.49,1591.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-06,SG,1517,510734,101062,0.3,0.42,19.79,2154.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-07,SG,3620,510734,104682,0.71,0.45,20.5,2304.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-08,SG,5503,510734,110185,1.08,0.45,21.57,2304.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-09,SG,4004,510734,114189,0.78,0.52,22.36,2676.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-10,SG,1489,510734,115678,0.29,0.57,22.65,2897.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-11,SG,1,510734,115679,0,0.57,22.65,2926.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-12,SG,2602,510734,118281,0.51,0.51,23.16,2623,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-13,SG,3063,510734,121344,0.6,0.48,23.76,2444.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-14,SG,3823,510734,125167,0.75,0.46,24.51,2362.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-15,SG,3379,510734,128546,0.66,0.46,25.17,2362.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-16,SG,2753,510734,131299,0.54,0.45,25.71,2300.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-17,SG,919,510734,132218,0.18,0.45,25.89,2321.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-18,SG,1,510734,132219,0,0.44,25.89,2241.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-19,SG,2163,510734,134382,0.42,0.47,26.31,2413.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-20,SG,3213,510734,137595,0.63,0.49,26.94,2508.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-21,SG,3263,510734,140858,0.64,0.5,27.58,2538.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-22,SG,4584,510734,145442,0.9,0.5,28.48,2538.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-23,SG,3416,510734,148858,0.67,0.52,29.15,2632,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-24,SG,1132,510734,149990,0.22,0.55,29.37,2792,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-25,SG,1,510734,149991,0,0.58,29.37,2936.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-26,SG,2815,510734,152806,0.55,0.57,29.92,2916.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-27,SG,4333,510734,157139,0.85,0.58,30.77,2966.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-28,SG,4276,510734,161415,0.84,0.57,31.6,2906.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-29,SG,4441,510734,165856,0.87,0.57,32.47,2906.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-30,SG,3770,510734,169626,0.74,0.56,33.21,2843.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-01,SG,710,510734,170336,0.14,0.54,33.35,2751.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-02,SG,0,510734,170336,0,0.52,33.35,2638.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-03,SG,2375,510734,172711,0.47,0.51,33.82,2620,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-04,SG,3687,510734,176398,0.72,0.51,34.54,2621,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-05,SG,3488,510734,179886,0.68,0.52,35.22,2665.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-06,SG,4310,510734,184196,0.84,0.52,36.06,2665.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-07,SG,3777,510734,187973,0.74,0.58,36.8,2975.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-08,SG,1021,510734,188994,0.2,0.63,37,3206.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-09,SG,0,510734,188994,0,0.69,37,3535.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-10,SG,4543,510734,193537,0.89,0.6,37.89,3069.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-11,SG,5307,510734,198844,1.04,0.59,38.93,2995.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-12,SG,5793,510734,204637,1.13,0.63,40.07,3202.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-13,SG,1047,510734,205684,0.2,0.63,40.27,3202.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-14,SG,3259,510734,208943,0.64,0.62,40.91,3149.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-15,SG,2466,510734,211409,0.48,0.62,41.39,3146.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-16,SG,4,510734,211413,0,0.58,41.39,2970.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-17,SG,4168,510734,215581,0.82,0.76,42.21,3897.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-18,SG,5289,510734,220870,1.04,0.82,43.25,4163.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-19,SG,4561,510734,225431,0.89,0.81,44.14,4114.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-20,SG,7536,510734,232967,1.48,0.81,45.61,4113.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-21,SG,5119,510734,238086,1,0.69,46.62,3521.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-22,SG,2122,510734,240208,0.42,0.7,47.03,3556.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-23,SG,2,510734,240210,0,0.77,47.03,3925.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-24,SG,20,510734,240230,0,0.77,47.04,3945.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-25,SG,5536,510734,245766,1.08,0.77,48.12,3937.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-26,SG,7145,510734,252911,1.4,0.79,49.52,4049.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-27,SG,7673,510734,260584,1.5,0.79,51.02,4049.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-28,SG,5064,510734,265648,0.99,0.91,52.01,4660,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-29,SG,2908,510734,268556,0.57,0.92,52.58,4696.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-30,SG,0,510734,268556,0,0.86,52.58,4410,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-31,SG,4294,510734,272850,0.84,0.84,53.42,4304.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-01,SG,5789,510734,278639,1.13,0.83,54.56,4256.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-02,SG,5142,510734,283781,1.01,0.85,55.56,4330.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-03,SG,6933,510734,290714,1.36,0.85,56.92,4331.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-04,SG,4732,510734,295446,0.93,0.86,57.85,4379.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-05,SG,3425,510734,298871,0.67,0.84,58.52,4282.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-06,SG,3,510734,298874,0,0.89,58.52,4549,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-07,SG,4633,510734,303507,0.91,NA,59.43,NA,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-08,SG,5108,510734,308615,1,NA,60.43,NA,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-09,SG,7009,510734,315624,1.37,NA,61.8,NA,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-22,SH,0,82348,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-23,SH,0,82348,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-24,SH,0,82348,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-25,SH,0,82348,0,0,0,0,0.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-26,SH,0,82348,0,0,0.02,0,16.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-27,SH,0,82348,0,0,0.02,0,16.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-28,SH,1,82348,1,0,0.02,0,16.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-29,SH,112,82348,113,0.14,0.02,0.14,16.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-30,SH,0,82348,113,0,0.02,0.14,16.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-31,SH,0,82348,113,0,0.02,0.14,16.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-01,SH,0,82348,113,0,0.02,0.14,16,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-02,SH,0,82348,113,0,0.04,0.14,28.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-03,SH,0,82348,113,0,0.05,0.14,42.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-04,SH,0,82348,113,0,0.14,0.14,113.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-05,SH,202,82348,315,0.25,0.23,0.38,187.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-06,SH,94,82348,409,0.11,0.23,0.5,187.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-07,SH,498,82348,907,0.6,0.23,1.1,187.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-08,SH,518,82348,1425,0.63,0.26,1.73,211.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-09,SH,0,82348,1425,0,0.26,1.73,212.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-10,SH,0,82348,1425,0,0.29,1.73,237.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-11,SH,166,82348,1591,0.2,0.24,1.93,193.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-12,SH,214,82348,1805,0.26,0.18,2.19,148.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-13,SH,264,82348,2069,0.32,0.18,2.51,148.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-14,SH,195,82348,2264,0.24,0.18,2.75,148.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-15,SH,202,82348,2466,0.25,0.19,2.99,156,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-16,SH,0,82348,2466,0,0.2,2.99,161.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-17,SH,0,82348,2466,0,0.19,2.99,160,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-18,SH,217,82348,2683,0.26,0.22,3.26,180.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-19,SH,255,82348,2938,0.31,0.25,3.57,204.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-20,SH,251,82348,3189,0.3,0.26,3.87,218.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-21,SH,339,82348,3528,0.41,0.26,4.28,218.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-22,SH,372,82348,3900,0.45,0.29,4.74,236.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-23,SH,94,82348,3994,0.11,0.29,4.85,242.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-24,SH,0,82348,3994,0,0.31,4.85,254,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-25,SH,347,82348,4341,0.42,0.33,5.27,270.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-26,SH,293,82348,4634,0.36,0.31,5.63,259.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-27,SH,333,82348,4967,0.4,0.3,6.03,246.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-28,SH,452,82348,5419,0.55,0.3,6.58,246.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-29,SH,299,82348,5718,0.36,0.28,6.94,229,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-30,SH,0,82348,5718,0,0.26,6.94,215.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-31,SH,0,82348,5718,0,0.22,6.94,181.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-01,SH,226,82348,5944,0.27,0.16,7.22,136.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-02,SH,198,82348,6142,0.24,0.13,7.46,107.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-03,SH,96,82348,6238,0.12,0.13,7.58,107.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-04,SH,135,82348,6373,0.16,0.13,7.74,107.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-05,SH,97,82348,6470,0.12,0.13,7.86,107.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-06,SH,0,82348,6470,0,0.13,7.86,106.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-07,SH,0,82348,6470,0,0.16,7.86,130.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-08,SH,228,82348,6698,0.28,0.19,8.13,158.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-09,SH,192,82348,6890,0.23,0.22,8.37,179.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-10,SH,263,82348,7153,0.32,0.22,8.69,179.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-11,SH,328,82348,7481,0.4,0.22,9.08,179.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-12,SH,247,82348,7728,0.3,0.2,9.38,166.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-13,SH,0,82348,7728,0,0.23,9.38,190.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-14,SH,0,82348,7728,0,0.23,9.38,192,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-15,SH,138,82348,7866,0.17,0.32,9.55,260.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-16,SH,358,82348,8224,0.43,0.32,9.99,264.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-17,SH,273,82348,8497,0.33,0.32,10.32,264.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-18,SH,810,82348,9307,0.98,0.32,11.3,264.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-19,SH,270,82348,9577,0.33,0.35,11.63,287,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-20,SH,0,82348,9577,0,0.32,11.63,260.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-21,SH,0,82348,9577,0,0.29,11.63,242,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-22,SH,298,82348,9875,0.36,0.18,11.99,147.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-23,SH,174,82348,10049,0.21,0.16,12.2,129.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-24,SH,142,82348,10191,0.17,0.16,12.38,129.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-25,SH,149,82348,10340,0.18,0.16,12.56,129.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-26,SH,143,82348,10483,0.17,0.16,12.73,136.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-27,SH,0,82348,10483,0,0.24,12.73,197.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-28,SH,0,82348,10483,0,0.29,12.73,242,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-01,SH,349,82348,10832,0.42,0.35,13.15,290.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-02,SH,602,82348,11434,0.73,0.39,13.88,320.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-03,SH,451,82348,11885,0.55,0.39,14.43,320.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-04,SH,489,82348,12374,0.59,0.39,15.03,320.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-05,SH,354,82348,12728,0.43,0.36,15.46,294.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-06,SH,0,82348,12728,0,0.28,15.46,230.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-07,SH,0,82348,12728,0,0.22,15.46,180.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-08,SH,168,82348,12896,0.2,0.16,15.66,128.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-09,SH,154,82348,13050,0.19,0.13,15.85,107,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-10,SH,99,82348,13149,0.12,0.13,15.97,107,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-11,SH,124,82348,13273,0.15,0.13,16.12,107,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-12,SH,204,82348,13477,0.25,0.12,16.37,101.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-13,SH,0,82348,13477,0,0.11,16.37,93.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-14,SH,0,82348,13477,0,0.11,16.37,93.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-15,SH,131,82348,13608,0.16,0.12,16.52,95.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-16,SH,96,82348,13704,0.12,0.1,16.64,79.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-17,SH,102,82348,13806,0.12,0.1,16.77,79.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-18,SH,133,82348,13939,0.16,0.1,16.93,79.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-19,SH,96,82348,14035,0.12,0.12,17.04,97.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-20,SH,0,82348,14035,0,0.16,17.04,131.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-21,SH,0,82348,14035,0,0.19,17.04,154.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-22,SH,257,82348,14292,0.31,0.22,17.36,177,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-23,SH,330,82348,14622,0.4,0.25,17.76,205.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-24,SH,268,82348,14890,0.33,0.25,18.08,205.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-25,SH,288,82348,15178,0.35,0.25,18.43,205.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-26,SH,294,82348,15472,0.36,0.31,18.79,251,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-27,SH,0,82348,15472,0,0.35,18.79,291.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-28,SH,0,82348,15472,0,0.41,18.79,335,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-29,SH,577,82348,16049,0.7,0.46,19.49,381.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-30,SH,611,82348,16660,0.74,0.41,20.23,339.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-31,SH,575,82348,17235,0.7,0.41,20.93,339.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-01,SH,613,82348,17848,0.74,0.41,21.67,339.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-02,SH,0,82348,17848,0,0.31,21.67,257,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-03,SH,0,82348,17848,0,0.31,21.67,253.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-04,SH,0,82348,17848,0,0.28,21.67,228.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-05,SH,0,82348,17848,0,0.24,21.67,193.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-06,SH,585,82348,18433,0.71,0.32,22.38,260.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-07,SH,401,82348,18834,0.49,0.33,22.87,269.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-08,SH,367,82348,19201,0.45,0.33,23.32,269.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-09,SH,472,82348,19673,0.57,0.43,23.89,351.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-10,SH,62,82348,19735,0.08,0.45,23.97,371.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-11,SH,0,82348,19735,0,0.48,23.97,397,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-12,SH,572,82348,20307,0.69,0.52,24.66,426.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-13,SH,725,82348,21032,0.88,0.53,25.54,439.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-14,SH,581,82348,21613,0.71,0.62,26.25,509.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-15,SH,572,82348,22185,0.69,0.71,26.94,588.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-16,SH,564,82348,22749,0.68,0.71,27.63,585.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-17,SH,552,82348,23301,0.67,0.69,28.3,569.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-18,SH,556,82348,23857,0.68,0.69,28.97,568.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-19,SH,548,82348,24405,0.67,0.69,29.64,571.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-20,SH,612,82348,25017,0.74,0.7,30.38,572.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-21,SH,577,82348,25594,0.7,0.67,31.08,554.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-22,SH,589,82348,26183,0.72,0.65,31.8,534.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-23,SH,572,82348,26755,0.69,0.66,32.49,539.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-24,SH,428,82348,27183,0.52,0.67,33.01,547.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-25,SH,418,82348,27601,0.51,0.67,33.52,548.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-26,SH,583,82348,28184,0.71,0.67,34.23,554,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-27,SH,667,82348,28851,0.81,0.68,35.04,555.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-28,SH,583,82348,29434,0.71,0.7,35.74,575.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-29,SH,627,82348,30061,0.76,0.73,36.5,597.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-30,SH,581,82348,30642,0.71,0.73,37.21,601.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-01,SH,569,82348,31211,0.69,0.73,37.9,602.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-02,SH,572,82348,31783,0.69,0.73,38.6,601,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
